ID	TYPE	NAME	SYNONYMS
ID	SC %	A rdfs:label	A oboInOwl:hasExactSynonym SPLIT=|
ensembl:ENSMUSG00000051951	SO:0000704	Xkr4 (Mmus)	X-linked Kx blood group related 4
ensembl:ENSMUSG00000089699	SO:0000704	Gm1992 (Mmus)	predicted gene 1992
ensembl:ENSMUSG00000102331	SO:0000704	Gm19938 (Mmus)	predicted gene, 19938
ensembl:ENSMUSG00000102343	SO:0000704	Gm37381 (Mmus)	predicted gene, 37381
ensembl:ENSMUSG00000025900	SO:0000704	Rp1 (Mmus)	retinitis pigmentosa 1 (human)
ensembl:ENSMUSG00000025902	SO:0000704	Sox17 (Mmus)	SRY (sex determining region Y)-box 17
ensembl:ENSMUSG00000104238	SO:0000704	Gm37587 (Mmus)	predicted gene, 37587
ensembl:ENSMUSG00000104328	SO:0000704	Gm37323 (Mmus)	predicted gene, 37323
ensembl:ENSMUSG00000033845	SO:0000704	Mrpl15 (Mmus)	mitochondrial ribosomal protein L15
ensembl:ENSMUSG00000025903	SO:0000704	Lypla1 (Mmus)	lysophospholipase 1
ensembl:ENSMUSG00000033813	SO:0000704	Tcea1 (Mmus)	transcription elongation factor A (SII) 1
ensembl:ENSMUSG00000002459	SO:0000704	Rgs20 (Mmus)	regulator of G-protein signaling 20
ensembl:ENSMUSG00000085623	SO:0000704	Gm16041 (Mmus)	predicted gene 16041
ensembl:ENSMUSG00000033793	SO:0000704	Atp6v1h (Mmus)	ATPase, H+ transporting, lysosomal V1 subunit H
ensembl:ENSMUSG00000025905	SO:0000704	Oprk1 (Mmus)	opioid receptor, kappa 1
ensembl:ENSMUSG00000033774	SO:0000704	Npbwr1 (Mmus)	neuropeptides B/W receptor 1
ensembl:ENSMUSG00000025907	SO:0000704	Rb1cc1 (Mmus)	RB1-inducible coiled-coil 1
ensembl:ENSMUSG00000090031	SO:0000704	4732440D04Rik (Mmus)	RIKEN cDNA 4732440D04 gene
ensembl:ENSMUSG00000087247	SO:0000704	Alkal1 (Mmus)	ALK and LTK ligand 1
ensembl:ENSMUSG00000033740	SO:0000704	St18 (Mmus)	suppression of tumorigenicity 18
ensembl:ENSMUSG00000051285	SO:0000704	Pcmtd1 (Mmus)	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
ensembl:ENSMUSG00000097797	SO:0000704	Gm26901 (Mmus)	predicted gene, 26901
ensembl:ENSMUSG00000103067	SO:0000704	Gm30414 (Mmus)	predicted gene, 30414
ensembl:ENSMUSG00000025909	SO:0000704	Sntg1 (Mmus)	syntrophin, gamma 1
ensembl:ENSMUSG00000061024	SO:0000704	Rrs1 (Mmus)	ribosome biogenesis regulator 1
ensembl:ENSMUSG00000025911	SO:0000704	Adhfe1 (Mmus)	alcohol dehydrogenase, iron containing, 1
ensembl:ENSMUSG00000079671	SO:0000704	2610203C22Rik (Mmus)	RIKEN cDNA 2610203C22 gene
ensembl:ENSMUSG00000067879	SO:0000704	Vxn (Mmus)	vexin
ensembl:ENSMUSG00000099827	SO:0000704	Gm29520 (Mmus)	predicted gene 29520
ensembl:ENSMUSG00000025912	SO:0000704	Mybl1 (Mmus)	myeloblastosis oncogene-like 1
ensembl:ENSMUSG00000045210	SO:0000704	Vcpip1 (Mmus)	valosin containing protein (p97)/p47 complex interacting protein 1
ensembl:ENSMUSG00000097893	SO:0000704	1700034P13Rik (Mmus)	RIKEN cDNA 1700034P13 gene
ensembl:ENSMUSG00000025915	SO:0000704	Sgk3 (Mmus)	serum/glucocorticoid regulated kinase 3
ensembl:ENSMUSG00000046101	SO:0000704	Mcmdc2 (Mmus)	minichromosome maintenance domain containing 2
ensembl:ENSMUSG00000098234	SO:0000704	Snhg6 (Mmus)	small nucleolar RNA host gene 6
ensembl:ENSMUSG00000099032	SO:0000704	Tcf24 (Mmus)	transcription factor 24
ensembl:ENSMUSG00000025916	SO:0000704	Ppp1r42 (Mmus)	protein phosphatase 1, regulatory subunit 42
ensembl:ENSMUSG00000087199	SO:0000704	Gm15818 (Mmus)	predicted gene 15818
ensembl:ENSMUSG00000025917	SO:0000704	Cops5 (Mmus)	COP9 signalosome subunit 5
ensembl:ENSMUSG00000056763	SO:0000704	Cspp1 (Mmus)	centrosome and spindle pole associated protein 1
ensembl:ENSMUSG00000067851	SO:0000704	Arfgef1 (Mmus)	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
ensembl:ENSMUSG00000042501	SO:0000704	Cpa6 (Mmus)	carboxypeptidase A6
ensembl:ENSMUSG00000048960	SO:0000704	Prex2 (Mmus)	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
ensembl:ENSMUSG00000057715	SO:0000704	A830018L16Rik (Mmus)	RIKEN cDNA A830018L16 gene
ensembl:ENSMUSG00000097171	SO:0000704	Gm17644 (Mmus)	predicted gene, 17644
ensembl:ENSMUSG00000101314	SO:0000704	Gm29663 (Mmus)	predicted gene 29663
ensembl:ENSMUSG00000016918	SO:0000704	Sulf1 (Mmus)	sulfatase 1
ensembl:ENSMUSG00000025938	SO:0000704	Slco5a1 (Mmus)	solute carrier organic anion transporter family, member 5A1
ensembl:ENSMUSG00000099498	SO:0000704	Gm29283 (Mmus)	predicted gene 29283
ensembl:ENSMUSG00000042414	SO:0000704	Prdm14 (Mmus)	PR domain containing 14
ensembl:ENSMUSG00000005886	SO:0000704	Ncoa2 (Mmus)	nuclear receptor coactivator 2
ensembl:ENSMUSG00000101476	SO:0000704	Gm29570 (Mmus)	predicted gene 29570
ensembl:ENSMUSG00000025935	SO:0000704	Tram1 (Mmus)	translocating chain-associating membrane protein 1
ensembl:ENSMUSG00000025937	SO:0000704	Lactb2 (Mmus)	lactamase, beta 2
ensembl:ENSMUSG00000067813	SO:0000704	Xkr9 (Mmus)	X-linked Kx blood group related 9
ensembl:ENSMUSG00000025932	SO:0000704	Eya1 (Mmus)	EYA transcriptional coactivator and phosphatase 1
ensembl:ENSMUSG00000054493	SO:0000704	Gm9947 (Mmus)	predicted gene 9947
ensembl:ENSMUSG00000025930	SO:0000704	Msc (Mmus)	musculin
ensembl:ENSMUSG00000032769	SO:0000704	Trpa1 (Mmus)	transient receptor potential cation channel, subfamily A, member 1
ensembl:ENSMUSG00000092083	SO:0000704	Kcnb2 (Mmus)	potassium voltage gated channel, Shab-related subfamily, member 2
ensembl:ENSMUSG00000025925	SO:0000704	Terf1 (Mmus)	telomeric repeat binding factor 1
ensembl:ENSMUSG00000032719	SO:0000704	Sbspon (Mmus)	somatomedin B and thrombospondin, type 1 domain containing
ensembl:ENSMUSG00000067795	SO:0000704	4930444P10Rik (Mmus)	RIKEN cDNA 4930444P10 gene
ensembl:ENSMUSG00000043716	SO:0000704	Rpl7 (Mmus)	ribosomal protein L7
ensembl:ENSMUSG00000025921	SO:0000704	Rdh10 (Mmus)	retinol dehydrogenase 10 (all-trans)
ensembl:ENSMUSG00000100868	SO:0000704	Gm28095 (Mmus)	predicted gene 28095
ensembl:ENSMUSG00000025920	SO:0000704	Stau2 (Mmus)	staufen double-stranded RNA binding protein 2
ensembl:ENSMUSG00000089982	SO:0000704	Gm7568 (Mmus)	predicted gene 7568
ensembl:ENSMUSG00000025939	SO:0000704	Ube2w (Mmus)	ubiquitin-conjugating enzyme E2W (putative)
ensembl:ENSMUSG00000079658	SO:0000704	Eloc (Mmus)	elongin C
ensembl:ENSMUSG00000097744	SO:0000704	D030040B21Rik (Mmus)	RIKEN cDNA D030040B21 gene
ensembl:ENSMUSG00000025940	SO:0000704	Tmem70 (Mmus)	transmembrane protein 70
ensembl:ENSMUSG00000025779	SO:0000704	Ly96 (Mmus)	lymphocyte antigen 96
ensembl:ENSMUSG00000101640	SO:0000704	Gm28376 (Mmus)	predicted gene 28376
ensembl:ENSMUSG00000042686	SO:0000704	Jph1 (Mmus)	junctophilin 1
ensembl:ENSMUSG00000100110	SO:0000704	Gm28783 (Mmus)	predicted gene 28783
ensembl:ENSMUSG00000025777	SO:0000704	Gdap1 (Mmus)	ganglioside-induced differentiation-associated-protein 1
ensembl:ENSMUSG00000099899	SO:0000704	Gm28784 (Mmus)	predicted gene 28784
ensembl:ENSMUSG00000067780	SO:0000704	Pi15 (Mmus)	peptidase inhibitor 15
ensembl:ENSMUSG00000100053	SO:0000704	Gm28154 (Mmus)	predicted gene 28154
ensembl:ENSMUSG00000085125	SO:0000704	Gm16070 (Mmus)	predicted gene 16070
ensembl:ENSMUSG00000025776	SO:0000704	Crispld1 (Mmus)	cysteine-rich secretory protein LCCL domain containing 1
ensembl:ENSMUSG00000099895	SO:0000704	Gm28153 (Mmus)	predicted gene 28153
ensembl:ENSMUSG00000109887	SO:0000704	Gm28756 (Mmus)	predicted gene 28756
ensembl:ENSMUSG00000025774	SO:0000704	Crisp4 (Mmus)	cysteine-rich secretory protein 4
ensembl:ENSMUSG00000073735	SO:0000704	Defb18 (Mmus)	defensin beta 18
ensembl:ENSMUSG00000067773	SO:0000704	Defb41 (Mmus)	defensin beta 41
ensembl:ENSMUSG00000089787	SO:0000704	Gm15825 (Mmus)	predicted gene 15825
ensembl:ENSMUSG00000042596	SO:0000704	Tfap2d (Mmus)	transcription factor AP-2, delta
ensembl:ENSMUSG00000025927	SO:0000704	Tfap2b (Mmus)	transcription factor AP-2 beta
ensembl:ENSMUSG00000100538	SO:0000704	Gm28340 (Mmus)	predicted gene 28340
ensembl:ENSMUSG00000043760	SO:0000704	Pkhd1 (Mmus)	polycystic kidney and hepatic disease 1
ensembl:ENSMUSG00000089914	SO:0000704	4930486I03Rik (Mmus)	RIKEN cDNA 4930486I03 gene
ensembl:ENSMUSG00000099906	SO:0000704	Gm28653 (Mmus)	predicted gene 28653
ensembl:ENSMUSG00000025929	SO:0000704	Il17a (Mmus)	interleukin 17A
ensembl:ENSMUSG00000041872	SO:0000704	Il17f (Mmus)	interleukin 17F
ensembl:ENSMUSG00000041859	SO:0000704	Mcm3 (Mmus)	minichromosome maintenance complex component 3
ensembl:ENSMUSG00000102121	SO:0000704	Gm28065 (Mmus)	predicted gene 28065
ensembl:ENSMUSG00000097934	SO:0000704	6720483E21Rik (Mmus)	RIKEN cDNA 6720483E21 gene
ensembl:ENSMUSG00000025931	SO:0000704	Paqr8 (Mmus)	progestin and adipoQ receptor family member VIII
ensembl:ENSMUSG00000041809	SO:0000704	Efhc1 (Mmus)	EF-hand domain (C-terminal) containing 1
ensembl:ENSMUSG00000041779	SO:0000704	Tram2 (Mmus)	translocating chain-associating membrane protein 2
ensembl:ENSMUSG00000099971	SO:0000704	Gm28287 (Mmus)	predicted gene 28287
ensembl:ENSMUSG00000025933	SO:0000704	Tmem14a (Mmus)	transmembrane protein 14A
ensembl:ENSMUSG00000025934	SO:0000704	Gsta3 (Mmus)	glutathione S-transferase, alpha 3
ensembl:ENSMUSG00000099343	SO:0000704	Gm28836 (Mmus)	predicted gene 28836
ensembl:ENSMUSG00000067750	SO:0000704	Khdc1a (Mmus)	KH domain containing 1A
ensembl:ENSMUSG00000041722	SO:0000704	Khdc1c (Mmus)	KH domain containing 1C
ensembl:ENSMUSG00000085079	SO:0000704	Khdc1b (Mmus)	KH domain containing 1B
ensembl:ENSMUSG00000028033	SO:0000704	Kcnq5 (Mmus)	potassium voltage-gated channel, subfamily Q, member 5
ensembl:ENSMUSG00000041670	SO:0000704	Rims1 (Mmus)	regulating synaptic membrane exocytosis 1
ensembl:ENSMUSG00000101227	SO:0000704	Gm29506 (Mmus)	predicted gene 29506
ensembl:ENSMUSG00000073730	SO:0000704	4933415F23Rik (Mmus)	RIKEN cDNA 4933415F23 gene
ensembl:ENSMUSG00000097970	SO:0000704	Gm27028 (Mmus)	predicted gene, 27028
ensembl:ENSMUSG00000100775	SO:0000704	Gm29107 (Mmus)	predicted gene 29107
ensembl:ENSMUSG00000026158	SO:0000704	Ogfrl1 (Mmus)	opioid growth factor receptor-like 1
ensembl:ENSMUSG00000099503	SO:0000704	Gm28822 (Mmus)	predicted gene 28822
ensembl:ENSMUSG00000026156	SO:0000704	B3gat2 (Mmus)	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)
ensembl:ENSMUSG00000026155	SO:0000704	Smap1 (Mmus)	small ArfGAP 1
ensembl:ENSMUSG00000026154	SO:0000704	Sdhaf4 (Mmus)	succinate dehydrogenase complex assembly factor 4
